objid,specobjid,u,g,r,i,z_mag,z,zErr,velDisp,snMedian,class,subClass,type,petroR50_r,petroR90_r,q_r,u_r,fracDeV_r,flags,plate,mjd,fiberID,ra,dec
1237663542609838270,4.2000742449416806e+17,25.36423,23.84239,22.71444,21.81713,21.26674,0.08191887,1.15505e-05,121.0042,10.16239,GALAXY,STARFORMING,3,0.4926183,1.062742,0.09368636,-0.08591975,0.0,105624285352208,373.0,51788.0,170.0,331.66405522483547,-0.4841546865670835
1237660222063313094,4.210868700850688e+17,24.25105,22.82115,22.7092,22.61205,21.53189,0.1152521,1.129414e-05,130.8559,9.826182,GALAXY,STARBURST,3,1.343321,1.626255,-0.1763324,0.3126256,0.0,246361773703440,374.0,51791.0,1.0,334.53657795329127,-1.1890306795735184
1237660222066524290,4.256031200520704e+17,19.21582,17.54294,16.86573,16.5022,16.2098,0.1094177,3.393584e-05,137.83,11.73564,GALAXY,,3,2.340097,6.604402,-0.0368587,0.04505284,0.5802768,35253360136792,378.0,52146.0,47.0,341.9024899263222,-1.1274181175484184
1237660237098057905,4.257243412090327e+17,23.58498,24.19665,22.82146,22.96749,23.26214,0.1068157,7.633449e-06,82.39413,8.297807,GALAXY,STARBURST,6,0.4331132,1.006662,-0.01961828,0.001509385,0.93823,387097114579216,378.0,52146.0,488.0,341.3433051172792,0.6581762089777219
1237657191974568096,4.302452526080594e+17,24.69387,23.04111,24.47379,23.2119,23.39722,0.1185012,2.047837e-05,131.651,19.09189,GALAXY,BROADLINE,6,0.1791582,0.2906683,0.6235152,-0.8180822,0.0,316728336843024,382.0,51816.0,551.0,349.94873613904883,0.7211281648148632
1237663544231985280,4.3471889007381094e+17,24.94749,23.33932,23.54481,23.83798,22.17381,0.03771046,6.160083e-06,117.0408,9.141489,GALAXY,STARBURST,3,0.7202002,1.333629,0.09270304,-0.6140277,0.0,527834602934544,386.0,51788.0,442.0,357.963392786544,0.7618622016608014
1237663542612918496,7.589206206909256e+17,22.97832,25.11395,24.80207,24.36165,22.83591,0.1194623,1.108852e-05,132.9525,12.49678,GALAXY,STARFORMING,6,-9999.0,-9999.0,0.3874122,0.3825123,1.0,316730484195600,674.0,52201.0,233.0,338.7069153309644,-0.4233583255034035
1237659906386755736,7.601245924496773e+17,25.17014,22.91825,21.66343,21.54954,23.1963,0.1266642,8.017171e-06,288.6014,15.72152,GALAXY,STARBURST,3,0.832039,1.306403,0.05299633,-0.06071722,0.0,387099262058768,675.0,52590.0,517.0,341.38693618689695,0.4445094577040834
1237660025570197557,7.611482308629238e+17,17.71871,16.41746,15.70007,15.1512,14.87976,0.05846611,2.05494e-05,183.5893,37.1861,GALAXY,STARBURST,3,2.162028,6.303201,0.05477585,0.0266262,0.7603015,35219000397840,676.0,52178.0,145.0,343.3873880193196,-0.4118786618495701
1237653010825675591,7.71314590670678e+17,24.34138,23.61194,22.62393,21.70324,21.13703,0.1106792,5.962997e-06,99.99509,11.98979,GALAXY,STARBURST,3,0.3665927,0.5542725,-0.2223875,-0.2045586,1.0,527834569376088,685.0,52203.0,266.0,359.57677448751195,-1.257976104056403
1237666340773429963,1.1091546604149412e+18,22.5048,21.22614,20.31734,19.86663,19.56923,-0.0001963201,5.389705e-05,0.0,2.774072,STAR,K5,6,0.8230934,1.332136,-0.08530997,0.02820621,0.0,68987912192,985.0,52431.0,521.0,316.8264853655866,1.1275938562149417
1237657190887916117,1.1563415784244122e+18,19.6216,18.75409,18.27631,17.99583,17.85174,0.1315478,5.298112e-06,67.09273,8.325306,GALAXY,STARBURST,3,2.113999,4.760537,0.08069646,-0.02259378,0.7724777,439873639153920,1027.0,52557.0,154.0,320.5165192272136,-0.0367513536211315
1237660237089342299,1.1564666478720717e+18,24.02568,23.12225,22.50919,23.36735,23.24452,0.1361353,6.811686e-06,85.94872,6.960854,GALAXY,STARBURST,3,0.6214547,1.11267,-0.06119382,-0.223232,0.0,316728370402064,1027.0,52557.0,609.0,321.485474455132,0.7294580118929721
1237656568652824840,1.1575158623290266e+18,22.98993,22.42889,21.8978,21.67547,22.4078,0.1134286,6.162606e-06,0.0,9.067451,GALAXY,STARBURST,3,0.6420457,1.007306,-0.01369681,0.006919358,0.0,105622137864208,1028.0,52884.0,330.0,321.32471390705587,0.1775163206071115
1237666660232069341,1.2272490891046031e+18,23.64218,23.05369,22.98128,24.5294,23.56185,0.03926883,5.868696e-06,83.04568,5.392872,GALAXY,STARBURST,3,0.9060889,2.074294,-0.1033593,0.1579623,0.0,246359626223960,1090.0,52903.0,66.0,2.2593331311436504,-1.020835830620614
1237663479258612126,1.244293993806719e+18,26.13353,22.91008,22.52631,21.69678,21.60557,0.08695799,2.188712e-05,164.0487,19.16526,GALAXY,,3,0.6511937,1.372734,0.3171926,0.4417527,0.4461101,105656497602904,1105.0,52937.0,635.0,332.91917453808173,0.1914963939743404
1237658190535262421,1.35794308458692e+18,19.37618,18.69129,18.31882,18.02351,17.88029,0.1435921,8.137207e-06,127.6688,6.929883,GALAXY,STARBURST,3,1.739122,4.069243,-0.01182014,0.04306415,0.3721478,68987912192,1206.0,52670.0,392.0,122.94614452664273,27.616521705684217
1237660344465424571,1.359073932329642e+18,22.38975,21.1964,21.19266,21.43202,20.437,0.07828501,7.719054e-06,41.32447,9.82583,GALAXY,STARFORMING,3,0.9733999,1.5065,-0.1789534,-0.01224052,0.0,105624285352024,1207.0,52672.0,410.0,126.23910464390148,30.144559920228343
1237660764294086740,1.4220506604377477e+18,18.54647,17.80958,17.626,17.3419,17.39813,0.0843416,6.077633e-06,43.60783,12.18546,GALAXY,STARBURST,3,1.320439,3.735051,-0.01370195,0.1038819,0.9869952,103347786496,1263.0,52708.0,142.0,116.7820249098177,20.05029405421352
1237660764295397973,1.423171887403395e+18,26.02016,24.88819,23.00385,21.90672,21.45751,0.1022897,1.75889e-05,0.0,3.811682,GALAXY,,6,0.3334271,0.4823062,0.07614304,-0.07546633,1.0,105624285217040,1264.0,52707.0,125.0,119.3910913409382,21.93575152155688
1237660764833513759,1.424304109468543e+18,18.04403,17.09022,16.75828,16.60418,16.58253,0.05990662,6.13347e-06,64.43365,14.40973,GALAXY,STARBURST,6,0.7749498,1.74679,0.01150381,-0.01229416,0.0,35255541039120,1265.0,52705.0,148.0,121.4378807009308,24.1100368664986
1237660765373989178,,21.32838,21.28758,21.55595,21.79022,22.82692,,,,,,,3,0.7757702,1.3646,-0.03207074,0.0183132,0.0,105622137733392,,,,128.3984209615362,29.499255296095644
1237662306203468065,1.7688863885576376e+18,20.49889,19.27477,18.66085,18.19532,18.05049,0.1403381,6.151981e-06,100.9381,14.55628,GALAXY,STARBURST,3,1.257542,3.235452,-0.003578642,0.02224026,0.6195308,123214290354192,1571.0,53174.0,355.0,247.46281666575447,22.64346291320236
1237660956497084745,1.7846577797896868e+18,22.02603,20.71259,20.50955,20.39916,20.84132,0.05825181,6.436449e-06,83.6609,26.41557,GALAXY,STARFORMING,3,1.228352,2.3583,-0.05279134,-0.1340625,0.0,105656497602648,1585.0,52962.0,387.0,124.0054481409623,24.710579032405636
1237661086957961429,1.7858133662252667e+18,19.43935,18.07782,17.23795,16.73058,16.38706,0.09926429,6.99828e-06,119.6411,15.69858,GALAXY,STARFORMING,3,2.092618,6.112091,0.04526749,-0.126482,1.0,193583034535952,1586.0,52945.0,495.0,127.56955931676988,26.378690744464794
1237661125613519151,1.7868614760032113e+18,18.63735,16.81129,15.98974,15.68495,15.27475,0.05106128,1.139971e-05,125.5172,31.94789,GALAXY,,3,1.639003,4.605628,-0.2350738,0.1540715,0.8637405,35253360001584,1587.0,52964.0,212.0,128.78603462956403,27.332813837912
1237662226195415314,1.787943120583813e+18,19.0091,17.46863,17.15029,16.86914,16.71999,0.05054614,5.172619e-06,62.74492,13.85732,GALAXY,STARFORMING,3,2.826734,7.494105,-0.5160256,-0.0350294,0.2787551,105589892055568,1588.0,52965.0,51.0,132.18027661284455,28.055105072082323
1237662662683197525,1.8667907532928061e+18,23.67633,23.17943,22.34702,21.48662,21.49145,0.03454277,7.518273e-06,50.99918,22.94064,GALAXY,STARFORMING,3,0.6148997,0.9312036,0.0554263,0.01307269,0.0,387097114579216,1658.0,53240.0,177.0,246.1135927996864,21.827735926433935
1237662264862507432,1.9410773426632397e+18,24.56171,23.32375,21.95274,21.10938,21.55918,0.1037004,3.387539e-05,119.1741,12.80403,GALAXY,,3,0.5866961,1.017768,0.1809087,0.03670295,0.0,105622137864464,1724.0,53859.0,94.0,235.4142330045059,7.350998287180341
1237662532751065387,1.9467901301864796e+18,19.1597,18.03081,17.42252,17.02974,16.86211,0.1018844,9.455528e-06,147.2115,12.66532,GALAXY,STARBURST,3,2.166514,6.042448,-0.2315062,0.07659959,0.5258709,2313175564872,1729.0,53858.0,397.0,240.3679271784948,7.575332298176108
1237661950817140782,1.9490804133433446e+18,18.45053,16.46233,15.52046,15.05316,14.7554,0.08331549,1.950657e-05,180.8766,22.05861,GALAXY,AGN,3,4.560859,14.69294,-0.02561701,0.002094982,1.0,35253360136208,1731.0,53884.0,537.0,244.39333199251644,7.102846335555521
1237664669498277892,2.1730951782549688e+18,19.09297,17.10866,16.11781,15.686,15.32695,0.1123888,1.928086e-05,207.1092,26.19692,GALAXY,BROADLINE,3,2.645714,8.40721,0.06182701,0.001380442,1.0,35253360136208,1930.0,53347.0,394.0,129.04756392379824,25.930086543226
1237664835928785203,2.1742873239219343e+18,19.13476,17.98699,17.4486,17.12873,16.9133,0.09366144,9.048061e-06,44.47409,12.08648,GALAXY,STARFORMING,3,2.228615,5.202298,-0.1562725,-0.05796659,0.3381644,68988043776,1931.0,53358.0,635.0,132.66516798721656,24.648996524888982
1237664878334968101,2.1742875987998413e+18,19.43867,17.57248,16.52914,16.02503,15.63486,0.1138241,2.890942e-05,182.109,13.77345,GALAXY,,3,3.684091,9.270042,0.09086751,0.01571198,1.0,35253360132440,1931.0,53358.0,636.0,132.61433998636042,24.60328241273602
1237664319997083771,2.175305746432944e+18,18.05508,17.00616,16.62015,16.30911,16.18741,0.06458985,6.276554e-06,86.45318,13.36524,GALAXY,STARBURST,3,4.03418,9.446189,0.2133186,-0.01062814,0.2169707,35287719874648,1932.0,53350.0,244.0,131.76641713465384,26.140188858401608
1237665232132374939,2.4838556546876314e+18,24.57257,24.03242,21.66427,20.93742,20.56549,0.09650061,7.342909e-06,68.84342,18.67392,GALAXY,STARBURST,6,0.6787168,1.298534,0.006020518,-0.008819728,0.0,35253393690896,2206.0,53795.0,438.0,243.736512967614,20.458311801313204
1237662637986873857,2.844094709813504e+18,24.80575,23.06048,22.07703,21.67954,21.98074,0.03434316,4.915089e-06,92.21116,23.83076,GALAXY,STARBURST,6,0.5201792,0.963321,-0.03398526,0.01645072,0.0,316728370401552,2526.0,54582.0,260.0,242.0290538954244,9.127075339501586
1237665547831476583,2.8519144365605786e+18,18.60343,17.7618,17.25322,16.8848,16.79119,0.08595356,8.826797e-06,19.22004,12.83606,GALAXY,STARBURST,3,2.883268,6.129551,0.08344103,-0.09931249,0.0,35253360136208,2533.0,54585.0,36.0,249.8118818073038,11.189010221468344
1237669698368635218,4.6018080973838316e+18,19.66413,17.55424,16.51887,16.0119,15.61558,0.0604182,1.245551e-05,170.9329,32.65036,GALAXY,,3,2.306754,7.364397,-0.08393289,0.02253865,1.0,193583034535952,4087.0,55449.0,928.0,325.8203262747962,6.141859724380459
1237678858993140119,4.6084145134355313e+18,19.2093,17.50365,16.6201,16.14215,15.77887,0.0881474,2.17376e-05,180.0546,24.44469,GALAXY,STARFORMING,3,2.788215,6.39317,0.0727174,0.2629232,0.0,35287719874648,4093.0,55475.0,386.0,324.384072832841,9.437041123096105
1237678858993074394,4.6084271578192507e+18,20.7655,21.49554,20.66717,20.36248,20.04524,0.0785326,1.488229e-05,82.46776,17.64197,GALAXY,STARFORMING,3,0.7604105,1.313645,0.09264005,0.02596927,0.0,263953959747672,4093.0,55475.0,432.0,324.2094629017821,9.363999454658831
1237662238025908482,5.495520840018844e+18,19.62354,17.26789,16.32357,15.84788,15.51224,0.1011379,2.313049e-05,143.3302,17.96213,GALAXY,,3,4.039495,11.15948,-0.08323967,-0.05388916,0.6000804,35253360136208,4881.0,55733.0,12.0,237.0493470657766,6.580240159544299
1237678618474709332,5.789635254190103e+18,24.82702,24.49969,23.41831,23.21987,22.93427,0.1475081,1.755207e-05,217.2478,25.65023,GALAXY,,6,0.4362647,0.737854,-0.03346814,0.1826941,0.0,387099262058768,5142.0,55825.0,938.0,321.41833466950226,1.3966397994678013
1237680303172550888,6.702603743677143e+18,24.09292,22.34125,22.04455,21.82367,22.82633,0.1378041,2.015986e-05,195.8188,26.45938,GALAXY,AGN BROADLINE,6,1.699587,3.665827,0.01764966,-0.2476646,1.0,175922129010960,5953.0,56092.0,442.0,326.5744256120584,22.713685847947705
1237660343922065604,,15.83706,14.11259,13.32001,12.8892,12.60383,,,,,,,3,9.540496,31.81086,-0.04449761,0.01499693,1.0,35253360136208,,,,114.33135500830988,19.97612547203102
1237673808654106703,2.161896926650329e+18,17.44103,16.09757,15.3971,14.99492,14.71869,0.04231787,7.405037e-06,102.0721,44.40317,GALAXY,STARBURST,3,2.389998,7.963391,0.05872641,0.02198999,1.0,35287719874576,1920.0,53314.0,615.0,119.09638779262966,18.53434502528997
1237656241156260448,8.230916970460221e+17,24.22685,22.03514,21.66707,21.28279,20.50309,0.08735488,2.757005e-05,146.1689,13.88122,GALAXY,,6,0.7953491,1.246296,0.07576886,0.05611359,0.0,545426788978960,731.0,52460.0,214.0,323.2483774667729,10.524436965429985
1237650379061920040,3.514567211320873e+17,23.14439,20.071,19.43778,19.0138,19.63851,0.1099758,1.229705e-05,227.1774,13.76081,GALAXY,STARFORMING,3,2.881778,5.311357,-0.05104922,0.0729186,1.0,193583034536720,312.0,51689.0,640.0,230.53521105801687,-0.0478021760887939
1237648720180150561,4.087388080712192e+17,24.75049,22.91433,22.08754,22.32913,21.82929,0.07159155,6.27292e-06,142.5892,13.99787,GALAXY,STARFORMING,6,0.7399589,1.25836,-0.04185763,-0.01067915,0.0,387097114579216,363.0,51989.0,135.0,232.9437383943324,-0.9504420066464964
1237651752378433898,5.258563112843612e+17,23.02336,21.50091,21.2217,21.23391,21.36666,0.1284945,6.624984e-06,141.222,12.20749,GALAXY,STARFORMING,3,0.8054751,1.31333,0.1444218,0.2107342,0.0,105624285217040,467.0,51901.0,222.0,131.4239248530926,0.2691968899114157
1237651752394293418,5.731061821562163e+17,19.38047,17.68839,16.9604,16.53439,16.24776,0.09078243,1.422233e-05,98.11538,11.79764,GALAXY,STARFORMING,3,2.517444,7.382828,0.03440673,-0.006265577,0.8159174,68988047360,509.0,52374.0,84.0,167.57341192569876,1.2766008916948657
1237651752931688621,5.7423400632584806e+17,19.31852,17.89718,17.07652,16.63786,16.31949,0.1104452,1.119468e-05,119.4203,10.60865,GALAXY,STARFORMING,3,2.73674,6.145969,-0.1243008,-0.08373614,0.2119584,68988043264,510.0,52381.0,91.0,168.79832207212314,1.7098879968506295
1237651752396062844,5.765385761713295e+17,19.7244,17.99832,17.13384,16.69064,16.38178,0.1286502,1.890597e-05,159.8484,12.7085,GALAXY,STARFORMING,3,2.186679,6.414329,0.02314501,0.1324807,0.8408809,105656464048216,512.0,51992.0,283.0,171.6079708211357,1.334058701894156
1237671142018383962,5.787466704313651e+17,24.88296,23.46336,23.56374,23.39874,22.72626,0.103159,2.498054e-05,128.1608,16.84627,GALAXY,,6,0.3206869,0.6369355,-0.02459062,-0.08834577,0.0,387099262058768,514.0,51994.0,124.0,176.23584030768717,1.2603078922341695
1237651754545381518,5.788428776987955e+17,19.07545,17.6678,17.00601,16.57332,16.31191,0.1060738,6.245126e-06,89.69051,15.18096,GALAXY,STARFORMING,3,1.922422,5.172984,0.09016443,-0.07030194,0.5644832,35255507619856,514.0,51994.0,474.0,175.80184073074972,3.078212787172077
1237651754010017861,5.800020387886797e+17,23.75392,23.32785,22.31626,21.98168,22.54105,0.1328429,4.388548e-06,128.3302,12.30887,GALAXY,STARBURST,6,0.6950995,1.898655,0.03823901,-0.07871276,1.0,175990848492304,515.0,52051.0,595.0,179.25045646797815,2.6020822258119085
1237651753475178630,5.832626443963863e+17,19.83594,18.48403,17.78744,17.37311,17.16217,0.09144995,8.509565e-06,78.32255,12.00733,GALAXY,STARFORMING,3,1.836648,3.996617,-0.1154636,0.1851425,0.0,35255507619856,518.0,52282.0,169.0,183.93291984463735,2.0907304348690365
1237651754548658296,5.833352121638195e+17,24.37681,22.87948,21.953,21.57977,21.60647,0.1327714,9.132636e-06,137.0,15.48049,GALAXY,STARBURST,3,1.041552,1.552574,0.01212591,-0.01626365,0.0,105589925478744,518.0,52282.0,433.0,183.3094655030525,2.93218772204366
1237653665792721025,6.407049798201119e+17,17.01814,16.12974,15.65602,15.32094,15.0711,0.05097429,2.212201e-05,109.9401,43.9712,GALAXY,STARFORMING,3,4.810026,12.29074,-0.07446568,0.09587463,1.0,35255507619888,569.0,52264.0,247.0,143.17626209579214,2.533558204975197
1237654879669780794,6.654302434896384e+17,18.74017,17.00868,16.14187,15.71359,15.40369,0.08044265,2.287667e-05,127.4411,16.49054,GALAXY,STARFORMING,3,3.0731,7.393631,-0.0870643,-0.1503848,0.4810013,35253360132144,591.0,52022.0,85.0,229.81483624041851,3.083922698712166
1237651823254634665,6.688807862413824e+17,19.65711,18.42701,17.75257,17.32227,17.09544,0.1028588,8.217376e-06,140.6729,12.63066,GALAXY,,3,1.908868,4.705549,0.04644668,0.07907179,0.3086106,68987912192,594.0,52045.0,350.0,235.14229060140732,3.6360964374949
1237658778950566164,6.688934306251018e+17,19.37833,18.17164,17.54282,17.12831,16.94408,0.1114475,9.244922e-06,65.0173,12.68644,GALAXY,STARBURST,3,2.276689,5.593862,-0.1603665,0.4111781,0.04430809,160609563967816,594.0,52045.0,396.0,235.2665589269655,3.679972058441056
1237654880746668092,6.689297145088184e+17,19.44638,18.52013,18.04351,17.71335,17.44508,0.06747916,7.272166e-06,24.88423,6.27207,GALAXY,STARFORMING,3,3.206257,6.43068,-0.01419645,-0.09610278,0.1399607,35184640659472,594.0,52045.0,528.0,236.9822102533765,3.334553461574123
1237652942620066393,8.185405392961147e+17,23.60099,24.57761,24.79973,22.37504,22.68531,0.1097489,1.015759e-05,163.8231,8.733163,GALAXY,STARFORMING,6,-9999.0,-9999.0,0.1895859,0.1215781,0.0,474991472804112,727.0,52207.0,41.0,317.2778165222645,9.73046763354183
1237671955909967955,1.0269854076250624e+18,23.52312,22.73375,21.80077,21.52339,21.3721,0.08250198,1.90108e-05,0.0,16.66264,QSO,AGN BROADLINE,3,0.7124903,1.703767,-0.09128134,-0.05425575,0.0,35253360132368,912.0,52427.0,599.0,205.5942227478266,-2.225908502467882
1237655472897720777,1.0944814029314724e+18,25.1417,22.86212,22.81786,22.20223,21.99488,0.08509165,7.53562e-06,126.6343,15.46991,GALAXY,STARFORMING,6,0.8399621,1.312996,0.02620299,0.04569457,0.0,105624285352208,972.0,52435.0,388.0,253.66925069051877,34.23567611233352
1237666210851390267,1.102402009685846e+18,22.51255,22.00122,21.70582,21.50183,20.94043,0.0929978,1.919078e-05,170.4124,21.67446,GALAXY,,6,0.6656393,1.208476,0.002386672,0.04317656,0.0,105622137733136,979.0,52427.0,531.0,260.0804382643665,27.684064499537083
1237658492257567044,1.3376606681316987e+18,19.24051,18.0535,17.47459,17.08794,16.83608,0.1308616,8.76365e-06,43.89567,9.912569,GALAXY,STARFORMING,3,2.848558,6.469582,-0.01724851,0.06095656,0.1792781,193583034536024,1188.0,52650.0,333.0,129.975992179927,5.397746566375764
1237658424078303367,1.3377211412712264e+18,17.91903,16.32133,15.56556,15.11708,14.84398,0.06300098,9.60508e-06,134.8014,28.94357,GALAXY,STARFORMING,3,3.802177,10.76489,0.009139914,-0.003487208,0.9610004,35253360136208,1188.0,52650.0,553.0,131.55104798169495,4.888542163977619
1237659154220908763,1.5109967545043784e+18,19.1097,17.47848,16.73862,16.3654,16.07429,0.1103759,1.115651e-05,153.58,25.2862,GALAXY,STARFORMING,3,1.520063,4.162346,0.009019504,0.02704353,0.9319079,35253360136240,1342.0,52793.0,142.0,252.04776250167808,29.69799934923568
1237662335720030455,1.5830395065278403e+18,19.54269,17.71558,16.81871,16.35606,15.98055,0.1273999,4.140917e-05,165.6151,9.119376,GALAXY,,3,3.157809,9.881937,0.2285531,0.1601864,0.6748969,35221147881744,1406.0,52876.0,88.0,243.21249465018235,29.04337954592861
1237662502685835577,1.5831761208475914e+18,20.51163,18.70535,17.62733,17.05949,16.55171,0.1382958,3.670165e-05,121.5009,7.341352,GALAXY,,3,2.875271,6.572627,-0.1108307,-0.2535963,0.202714,35253360001112,1406.0,52876.0,585.0,243.97908172727412,30.203298092928254
1237662621337452743,1.5841992165850092e+18,19.37945,18.17385,17.59921,17.09178,16.94429,0.1186381,1.243008e-05,132.8836,12.38757,GALAXY,STARBURST,3,1.500398,3.8038,-0.08204139,-0.02556355,0.5774761,68987912704,1407.0,52886.0,211.0,244.9209674453985,27.82782152483484
1237661086958354771,1.7868908879392543e+18,18.55965,16.97589,16.21947,15.81259,15.52017,0.0985561,1.277886e-05,162.3302,21.06769,GALAXY,STARFORMING,3,2.720862,8.121699,-0.02413303,-0.01356971,0.8765425,52845546180624,1587.0,52964.0,319.0,128.5225798271976,26.857876757623416
1237662224616128772,1.8521535036071875e+18,22.67089,23.20262,23.06781,23.30252,21.46062,0.08403856,1.341614e-05,91.66473,10.71792,GALAXY,,6,0.6131645,1.060667,-0.03791976,0.0002666343,0.0,316728370401296,1645.0,53172.0,175.0,218.37925631738773,34.73862931471312
1237662224615866502,1.8521677972583485e+18,18.87925,17.04745,16.13076,15.65663,15.30952,0.08426271,1.691728e-05,188.2306,21.17591,GALAXY,STARFORMING,3,2.693939,8.544666,-0.03807953,0.1361417,1.0,35253360136208,1645.0,53172.0,227.0,217.7011611905254,34.93502505425048
1237662224615604413,1.8522038062641582e+18,23.99683,23.12525,21.97604,21.7958,20.88769,0.0996336,3.130381e-05,142.2886,11.06165,GALAXY,,6,0.3957055,0.720252,0.03412528,-0.04344829,1.0,105624285347856,1645.0,53172.0,358.0,216.9545942863381,35.084891295379855
1237661816027021512,1.9118193262859653e+18,18.38641,17.1142,16.69013,16.42388,16.29624,0.04340458,6.129726e-06,45.47227,11.54538,GALAXY,STARFORMING,3,3.664248,9.894712,-0.278918,-0.04961605,0.5957316,2450547408896,1698.0,53146.0,150.0,200.90124630369343,11.238803977387423
1237662200422989974,1.9164397489902326e+18,19.62387,18.37628,17.88465,17.65943,17.48195,0.05733939,1.149493e-05,120.8559,20.55421,GALAXY,STARFORMING,3,2.563249,5.341791,-0.3202311,0.3874764,0.0,105587744440408,1702.0,53144.0,575.0,209.2096920043841,12.313768936754784
1237662637437157527,1.9187080420487598e+18,26.07901,24.88787,20.21367,23.21525,24.43217,0.1447671,3.125279e-05,145.9954,12.14522,GALAXY,,3,3.367697,5.085355,0.01484839,-0.03844578,0.0,316728370401552,1704.0,53178.0,635.0,212.40998811337343,13.79997635418542
1237661950803706091,1.9208199334369956e+18,24.82866,24.76176,24.68022,23.80624,20.88514,0.1250265,2.586784e-05,237.1992,21.01114,GALAXY,STARFORMING BROADLINE,3,0.9811361,2.179512,0.3195651,0.9392501,1.0,545426788979032,1706.0,53442.0,126.0,213.74835984723973,11.838053635494113
1237662637437681875,1.9209128421695427e+18,18.49051,17.36683,16.8896,16.5144,16.32558,0.07867883,3.856091e-06,98.06052,24.06195,GALAXY,STARBURST,3,1.886967,4.814503,0.1266966,-0.168185,0.4696855,68988043264,1706.0,53442.0,464.0,213.6095620780848,13.620944144397582
1237662531141238974,1.923204225425238e+18,18.33768,17.36564,17.08386,16.82456,16.74644,0.05200214,7.23295e-06,55.56651,18.90304,GALAXY,STARBURST,3,1.92033,4.975116,-0.03125864,0.003973093,0.4884351,35253360136208,1708.0,53503.0,608.0,217.49067477070528,13.762490177077828
1237662636905464025,1.929800470860163e+18,22.49223,22.68966,22.84519,23.68461,22.55775,0.03194207,6.150382e-06,23.20487,6.182689,GALAXY,STARFORMING,6,0.5827011,1.322289,0.03562324,0.1112425,0.0,105622137864464,1714.0,53521.0,29.0,224.36025184726572,11.65656409998553
1237671123219841454,1.9794225228016783e+18,18.75084,17.57022,16.94444,16.46963,16.21382,0.08175688,5.070531e-06,126.4607,18.76957,GALAXY,STARBURST,3,1.904407,5.714763,-0.1236813,-0.03835626,1.0,268435968,1758.0,53084.0,329.0,126.392061490381,8.494761537944962
1237664289398521927,1.9973827816881132e+18,25.1452,23.35422,23.0048,21.68944,22.01502,0.07475954,8.392259e-06,83.78732,25.17969,GALAXY,STARBURST,3,0.5392576,0.8441262,0.1098825,0.1916549,0.0,387097114579216,1774.0,53759.0,132.0,201.35648003433485,13.419614679675776
1237662525773775078,1.9986070893620367e+18,19.1687,17.33106,16.32171,15.87952,15.56616,0.1400046,2.320889e-05,197.594,17.18972,GALAXY,,3,2.866358,8.47075,0.01759895,0.04419471,0.9072264,35255507616016,1775.0,53847.0,490.0,203.6746912177231,14.394937679716806
1237662223542452364,2.0729041077351485e+18,22.84464,20.73724,19.92815,19.47337,19.1591,0.1369442,7.06976e-06,93.46576,11.85287,GALAXY,STARBURST,3,0.9740531,2.525471,0.04222,-0.05450383,0.6202882,35287719870736,1841.0,53491.0,445.0,218.11811233336653,33.82736349414528
1237665097930113143,2.1956634805419643e+18,18.74985,17.0382,16.23442,15.75971,15.44088,0.05082154,9.292314e-06,90.41973,10.46587,GALAXY,STARFORMING,3,5.3186,13.16186,0.4640634,-0.01895737,0.0,1389886045294680,1950.0,53436.0,577.0,151.04913877810696,29.982301956738347
1237665097930178640,2.1956736510245212e+18,23.00048,25.11438,23.13861,23.78993,22.82694,0.05077649,9.212308e-06,67.14832,9.865288,GALAXY,STARFORMING,6,0.6174023,1.036501,0.02059777,0.02945057,1.0,316728370401552,1950.0,53436.0,614.0,151.13996776830027,29.96793324418771
1237665097382560006,2.3452721022962504e+18,18.50289,16.97026,16.20353,15.7818,15.523,0.07697969,1.317613e-05,85.57383,15.98539,GALAXY,STARFORMING,3,3.695044,9.530115,0.09536686,-0.1038132,0.9167781,35253360136208,2083.0,53359.0,82.0,126.6143264623798,19.62331358783005
1237665567157256289,2.4792918529566577e+18,22.0996,21.90008,20.44447,24.3618,21.04914,0.0337082,1.151227e-05,79.43682,34.78487,GALAXY,STARFORMING,3,0.7290921,1.242827,0.0001891834,-0.008679173,0.0,387097114579288,2202.0,53566.0,219.0,245.4589900997731,13.72868758396627
1237665532800335940,2.487177556072098e+18,25.1496,24.01832,22.58132,21.12658,20.62918,0.1309329,2.020671e-05,133.3342,12.08572,GALAXY,,6,0.4211088,0.8519576,-0.0979275,-0.05111797,0.0,35253360132368,2209.0,53907.0,235.0,247.9603078474481,14.190206210803424
1237667430107250799,2.498501424799836e+18,24.38254,21.52216,20.98465,20.61426,23.77237,0.05009505,1.245652e-05,23.4719,8.419527,GALAXY,STARFORMING,3,1.876687,4.251479,-0.07395243,0.09458529,0.4754415,475060158726416,2219.0,53816.0,471.0,173.55728439198327,26.93998136302672
1237667211043930326,2.564921820960549e+18,24.23081,24.93969,23.19653,23.58435,23.20619,0.1164873,2.062634e-05,220.7766,22.82439,GALAXY,,3,0.4827799,0.7925019,-0.002262925,0.2821793,0.0,457465858756880,2278.0,53711.0,443.0,130.07872226428793,17.962447538889418
1237667431706656917,2.585090987785218e+18,17.76715,16.38685,15.71706,15.32662,15.07815,0.08331985,7.856191e-06,156.3764,21.87182,GALAXY,STARFORMING,3,4.149186,11.58398,-0.1714184,-0.09768954,0.984414,35253360132144,2296.0,53735.0,90.0,145.54841999894197,23.137693817845943
